Date,KO,PEP
2018-06-26,35.126705169677734,88.64651489257812
2018-06-27,34.91593933105469,88.82698822021484
2018-06-28,35.24020004272461,89.16336822509766
2018-06-29,35.556365966796875,89.31922912597656
2018-07-02,35.46718215942383,89.8607406616211
2018-07-03,35.6617546081543,89.26183319091797
2018-07-05,36.20490646362305,89.87714385986328
2018-07-06,36.18869400024414,89.88533782958984
2018-07-09,35.99412536621094,88.40859985351562
2018-07-10,36.45621109008789,92.61734771728516
2018-07-11,36.310298919677734,92.33020782470703
2018-07-12,36.21300506591797,91.50157928466797
2018-07-13,36.26976013183594,92.45325469970703
2018-07-16,36.26165771484375,92.67477416992188
2018-07-17,36.68320083618164,94.2499771118164
2018-07-18,36.577823638916016,94.20896911621094
2018-07-19,36.569705963134766,94.98016357421875
2018-07-20,36.70752716064453,95.17707061767578
2018-07-23,36.44001770019531,93.84797668457031
2018-07-24,36.691314697265625,94.1351089477539
2018-07-25,37.36418151855469,94.52073669433594
2018-07-26,37.485782623291016,94.34844970703125
2018-07-27,37.461456298828125,93.75772857666016
2018-07-30,37.47767639160156,93.6756820678711
2018-07-31,37.80194091796875,94.34844970703125
2018-08-01,37.60737609863281,93.20806121826172
2018-08-02,37.437137603759766,94.09410095214844
2018-08-03,37.7938346862793,95.41497802734375
2018-08-06,37.81815719604492,96.301025390625
2018-08-07,37.696563720703125,93.70849609375
2018-08-08,37.412818908691406,93.10960388183594
2018-08-09,37.574947357177734,93.2818832397461
2018-08-10,37.35607147216797,92.60095977783203
2018-08-13,37.15340805053711,92.7239990234375
2018-08-14,37.20204162597656,92.78962707519531
2018-08-15,37.35607147216797,93.0767822265625
2018-08-16,37.469566345214844,93.73312377929688
2018-08-17,37.77762222290039,94.31562042236328
2018-08-20,37.88302230834961,94.2171630859375
2018-08-21,37.469566345214844,93.29830169677734
2018-08-22,37.234474182128906,92.08405303955078
2018-08-23,37.048011779785156,91.82974243164062
2018-08-24,36.991268157958984,92.01023864746094
2018-08-27,37.03990173339844,92.2235336303711
2018-08-28,36.78049087524414,91.20622253417969
2018-08-29,36.74806594848633,91.92818450927734
2018-08-30,36.44001770019531,91.85435485839844
2018-08-31,36.13195037841797,91.89537811279297
2018-09-04,36.285972595214844,91.0667495727539
2018-09-05,36.78858947753906,92.80604553222656
2018-09-06,37.10476303100586,93.8880386352539
2018-09-07,37.06422805786133,93.25936126708984
2018-09-10,37.33985137939453,93.94593811035156
2018-09-11,37.30743408203125,93.74739074707031
2018-09-12,37.485782623291016,94.17755889892578
2018-09-13,37.46943283081055,95.12057495117188
2018-09-14,37.60023880004883,94.77316284179688
2018-09-17,37.87004089355469,95.45974731445312
2018-09-18,37.551185607910156,94.28509521484375
2018-09-19,37.575714111328125,94.11138153076172
2018-09-20,38.13166809082031,95.31082916259766
2018-09-21,38.082611083984375,95.05439758300781
2018-09-24,37.665645599365234,92.87056732177734
2018-09-25,37.3467903137207,92.62242889404297
2018-09-26,37.48576736450195,92.23360443115234
2018-09-27,37.61659240722656,91.86137390136719
2018-09-28,37.76375198364258,92.48178100585938
2018-10-01,37.79645538330078,91.58012390136719
2018-10-02,38.02537536621094,89.9339828491211
2018-10-03,37.502132415771484,88.94133758544922
2018-10-04,37.48576736450195,88.18858337402344
2018-10-05,37.51031494140625,88.08929443359375
2018-10-08,38.00084686279297,89.49555969238281
2018-10-09,37.92726135253906,89.43766021728516
2018-10-10,37.3467903137207,88.79244232177734
2018-10-11,36.49651336669922,86.90637969970703
2018-10-12,36.529212951660156,87.08838653564453
2018-10-15,36.717254638671875,87.37791442871094
2018-10-16,37.19145965576172,88.83380889892578
2018-10-17,37.493953704833984,89.59481811523438
2018-10-18,37.2895622253418,89.28048706054688
2018-10-19,37.878211975097656,91.23269653320312
2018-10-22,37.583885192871094,90.49647521972656
2018-10-23,37.90274429321289,91.100341796875
2018-10-24,38.20524978637695,93.44133758544922
2018-10-25,38.02537536621094,93.350341796875
2018-10-26,37.542999267578125,91.36505126953125
2018-10-29,37.9844970703125,93.38343811035156
2018-10-30,38.94105911254883,94.11138153076172
2018-10-31,39.145450592041016,92.96156311035156
2018-11-01,39.03099822998047,92.24188232421875
2018-11-02,39.24355697631836,91.96063995361328
2018-11-05,39.80768585205078,94.6242446899414
2018-11-06,40.15106964111328,95.30257415771484
2018-11-07,40.3636360168457,95.63343811035156
2018-11-08,40.330928802490234,96.00568389892578
2018-11-09,40.617088317871094,97.18033599853516
2018-11-12,40.77242660522461,96.7584457397461
2018-11-13,40.76425552368164,96.8990707397461
2018-11-14,40.68248748779297,96.49376678466797
2018-11-15,40.666141510009766,96.61780548095703
2018-11-16,41.017696380615234,97.89997863769531
2018-11-19,41.29567337036133,98.44593811035156
2018-11-20,40.37181091308594,95.9560546875
2018-11-21,39.84038543701172,95.3604736328125
2018-11-23,40.07747268676758,95.4679946899414
2018-11-26,39.954856872558594,95.84021759033203
2018-11-27,40.3636360168457,96.32003021240234
2018-11-28,40.64161682128906,98.02406311035156
2018-11-29,40.3614387512207,97.83380889892578
2018-11-30,41.53158187866211,100.86966705322266
2018-12-03,40.94651412963867,98.42112731933594
2018-12-04,40.855865478515625,97.44502258300781
2018-12-06,40.6910514831543,97.4183578491211
2018-12-07,40.45207214355469,96.5678939819336
2018-12-10,40.57569122314453,96.87638092041016
2018-12-11,40.822906494140625,97.79354858398438
2018-12-12,40.5592155456543,97.5517578125
2018-12-13,40.76522445678711,98.67733764648438
2018-12-14,40.65809631347656,95.00872802734375
2018-12-17,39.825809478759766,94.10826110839844
2018-12-18,39.817569732666016,93.24945068359375
2018-12-19,39.47148132324219,91.7486801147461
2018-12-20,39.174827575683594,91.89042663574219
2018-12-21,39.199546813964844,91.2317123413086
2018-12-24,37.872840881347656,88.40523529052734
2018-12-26,38.68040084838867,90.32292175292969
2018-12-27,39.166587829589844,91.2317123413086
2018-12-28,38.8946533203125,92.01547241210938
2018-12-31,39.01826095581055,92.11554718017578
2019-01-02,38.67215347290039,91.11500549316406
2019-01-03,38.43319320678711,90.26455688476562
2019-01-04,39.199546813964844,92.11554718017578
2019-01-07,38.68864059448242,91.32344055175781
2019-01-08,39.12538528442383,92.19892120361328
2019-01-09,38.3754997253418,89.6225357055664
2019-01-10,38.78752517700195,90.1728515625
2019-01-11,39.010013580322266,90.18119812011719
2019-01-14,38.853458404541016,89.48078918457031
2019-01-15,39.199546813964844,90.87318420410156
2019-01-16,38.66392135620117,90.33125305175781
2019-01-17,38.77928161621094,91.0649642944336
2019-01-18,39.232505798339844,91.773681640625
2019-01-22,39.323150634765625,91.64027404785156
2019-01-23,39.77639389038086,92.323974609375
2019-01-24,39.298423767089844,91.29842376708984
2019-01-25,39.03473663330078,91.17337036132812
2019-01-28,38.869930267333984,90.7314682006836
2019-01-29,39.0594596862793,90.88153076171875
2019-01-30,39.43852233886719,92.39901733398438
2019-01-31,39.661014556884766,93.94149780273438
2019-02-01,40.13071060180664,93.54129791259766
2019-02-04,40.58393859863281,94.29167175292969
2019-02-05,40.5921745300293,94.13329315185547
2019-02-06,40.5921745300293,94.25833129882812
2019-02-07,40.724021911621094,94.29167175292969
2019-02-08,40.78993606567383,94.23332214355469
2019-02-11,40.880584716796875,94.19164276123047
2019-02-12,40.92177963256836,94.87532806396484
2019-02-13,41.028907775878906,95.15046691894531
2019-02-14,37.56795120239258,93.87479400634766
2019-02-15,37.27953338623047,96.64292907714844
2019-02-19,36.941680908203125,96.65960693359375
2019-02-20,37.16416931152344,96.57622528076172
2019-02-21,37.79043197631836,96.80134582519531
2019-02-22,37.3125,97.35165405273438
2019-02-25,37.0323371887207,96.76800537109375
2019-02-26,36.826316833496094,96.69294738769531
2019-02-27,37.0323371887207,96.19270324707031
2019-02-28,37.3619384765625,97.19966125488281
2019-03-01,37.394901275634766,97.65353393554688
2019-03-04,37.617393493652344,97.64513397216797
2019-03-05,37.57618713378906,97.5274658203125
2019-03-06,37.45258712768555,98.0570068359375
2019-03-07,37.3125,97.58631134033203
2019-03-08,36.949920654296875,96.85504913330078
2019-03-11,38.05412292480469,97.9981689453125
2019-03-12,37.94700241088867,97.98136138916016
2019-03-13,38.087093353271484,97.98976135253906
2019-03-14,37.98734664916992,97.08200073242188
2019-03-15,37.654850006103516,97.21646881103516
2019-03-18,37.74629211425781,98.56974029541016
2019-03-19,37.87096405029297,99.25897216796875
2019-03-20,37.846031188964844,99.45228576660156
2019-03-21,37.82940673828125,100.39370727539062
2019-03-22,38.178524017333984,101.4695816040039
2019-03-25,38.26164627075195,101.57884979248047
2019-03-26,38.768699645996094,102.56227111816406
2019-03-27,38.74376678466797,102.45301055908203
2019-03-28,38.71883010864258,102.41099548339844
2019-03-29,38.95157241821289,103.00777435302734
2019-04-01,38.8352165222168,102.54548645019531
2019-04-02,38.710514068603516,102.27650451660156
2019-04-03,38.38633728027344,102.17562866210938
2019-04-04,38.635704040527344,102.0999755859375
2019-04-05,38.62739562988281,102.22608947753906
2019-04-08,38.693885803222656,102.54548645019531
2019-04-09,38.793643951416016,102.68836212158203
2019-04-10,38.768699645996094,102.57909393310547
2019-04-11,38.8268928527832,102.26808166503906
2019-04-12,38.851829528808594,102.7387924194336
2019-04-15,39.06794738769531,103.94074249267578
2019-04-16,39.02638626098633,102.89008331298828
2019-04-17,39.300689697265625,106.7565689086914
2019-04-18,39.46693801879883,106.82381439208984
2019-04-22,39.40044403076172,106.27745056152344
2019-04-23,40.073734283447266,106.82381439208984
2019-04-24,39.88255310058594,106.680908203125
2019-04-25,39.76617431640625,106.01689147949219
2019-04-26,40.11530303955078,106.24382019042969
2019-04-29,40.2483024597168,106.48758697509766
2019-04-30,40.78029251098633,107.63072204589844
2019-05-01,40.38961410522461,106.94988250732422
2019-05-02,40.22336196899414,106.60526275634766
2019-05-03,40.49766540527344,107.31130981445312
2019-05-06,40.28985595703125,106.97508239746094
2019-05-07,39.899169921875,105.89079284667969
2019-05-08,39.77449035644531,105.9244155883789
2019-05-09,39.40044403076172,105.94965362548828
2019-05-10,40.0571174621582,107.59709930419922
2019-05-13,39.94074630737305,106.88265991210938
2019-05-14,40.47272872924805,107.0927734375
2019-05-15,40.88003158569336,108.72344207763672
2019-05-16,41.212528228759766,109.4967041015625
2019-05-17,40.89665985107422,109.69843292236328
2019-05-20,40.60572052001953,109.2613754272461
2019-05-21,40.397926330566406,108.47125244140625
2019-05-22,41.27071762084961,109.32861328125
2019-05-23,41.436946868896484,109.24455261230469
2019-05-24,41.23746871948242,108.8494873046875
2019-05-28,40.813533782958984,107.2776870727539
2019-05-29,40.40623474121094,107.73158264160156
2019-05-30,40.93821334838867,108.10140228271484
2019-05-31,40.83847427368164,107.58868408203125
2019-06-03,41.54502868652344,108.41242218017578
2019-06-04,41.561649322509766,108.48808288574219
2019-06-05,42.21001052856445,110.43809509277344
2019-06-06,42.72536849975586,111.74623107910156
2019-06-07,42.80017852783203,113.00779724121094
2019-06-10,42.708740234375,113.1093978881836
2019-06-11,42.66718292236328,112.7791976928711
2019-06-12,42.92486572265625,112.7283935546875
2019-06-13,42.83271789550781,112.55906677246094
2019-06-14,42.98350524902344,112.38127899169922
2019-06-17,42.61491012573242,112.20347595214844
2019-06-18,42.42223358154297,111.81396484375
2019-06-19,42.8243408203125,112.48287200927734
2019-06-20,43.27670669555664,113.59202575683594
2019-06-21,43.1845588684082,113.42269134521484
2019-06-24,43.4945182800293,113.57511901855469
2019-06-25,43.36048126220703,113.29569244384766
2019-06-26,42.8243408203125,112.03411865234375
2019-06-27,42.79083251953125,111.50072479248047
2019-06-28,42.65679931640625,111.0265884399414
2019-07-01,43.2264518737793,111.65309143066406
2019-07-02,43.54478073120117,112.12724304199219
2019-07-03,43.64530563354492,113.44810485839844
2019-07-05,43.653690338134766,112.62682342529297
2019-07-08,43.5615348815918,112.23731994628906
2019-07-09,43.21806716918945,111.54302978515625
2019-07-10,43.41073989868164,113.80370330810547
2019-07-11,43.59505081176758,113.75291442871094
2019-07-12,43.66205978393555,112.84695434570312
2019-07-15,43.670448303222656,113.58355712890625
2019-07-16,43.6788215637207,113.2872314453125
2019-07-17,43.71232604980469,112.42361450195312
2019-07-18,43.586669921875,112.50826263427734
2019-07-19,43.05052185058594,110.14599609375
2019-07-22,42.908111572265625,110.30689239501953
2019-07-23,45.513431549072266,110.69635009765625
2019-07-24,45.05268859863281,109.40092468261719
2019-07-25,44.45790481567383,109.21464538574219
2019-07-26,45.379390716552734,111.10275268554688
2019-07-29,45.22859573364258,111.36522674560547
2019-07-30,45.00241470336914,110.47620391845703
2019-07-31,44.08930969238281,108.21553802490234
2019-08-01,43.586669921875,107.64828491210938
2019-08-02,43.83798599243164,108.30867767333984
2019-08-05,43.268333435058594,105.32833099365234
2019-08-06,43.787723541259766,107.06403350830078
2019-08-07,44.550052642822266,108.19012451171875
2019-08-08,44.977291107177734,109.62104797363281
2019-08-09,44.751102447509766,108.88444519042969
2019-08-12,44.56679916381836,108.67276763916016
2019-08-13,44.818119049072266,110.0105209350586
2019-08-14,44.39087677001953,109.32470703125
2019-08-15,45.12807846069336,110.67939758300781
2019-08-16,45.5804443359375,111.55995178222656
2019-08-19,45.815006256103516,112.24581146240234
2019-08-20,45.13645935058594,111.81396484375
2019-08-21,45.32075500488281,112.0510482788086
2019-08-22,45.6474609375,112.32200622558594
2019-08-23,45.01918029785156,110.29839324951172
2019-08-26,45.68935012817383,113.23643493652344
2019-08-27,45.84014129638672,114.10001373291016
2019-08-28,46.16685104370117,114.46412658691406
2019-08-29,46.116580963134766,115.1668701171875
2019-08-30,46.108211517333984,115.76801300048828
2019-09-03,46.32601547241211,116.38610076904297
2019-09-04,46.71975326538086,117.8170394897461
2019-09-05,46.17522430419922,115.92866516113281
2019-09-06,46.26737594604492,117.11368560791016
2019-09-09,45.6725959777832,116.28669738769531
2019-09-10,45.57207489013672,115.82633209228516
2019-09-11,45.88202667236328,116.25261688232422
2019-09-12,46.16685104370117,117.04546356201172
2019-09-13,45.7871208190918,116.32079315185547
2019-09-16,45.533966064453125,114.99085235595703
2019-09-17,45.77024459838867,115.6899185180664
2019-09-18,45.76180648803711,115.51942443847656
2019-09-19,46.00652313232422,115.50239562988281
2019-09-20,45.49177551269531,114.84593963623047
2019-09-23,45.68585968017578,115.46827697753906
2019-09-24,45.82087326049805,115.40007019042969
2019-09-25,45.711177825927734,115.16986846923828
2019-09-26,45.896820068359375,115.70699310302734
2019-09-27,45.82931900024414,115.60469055175781
2019-09-30,45.93901824951172,116.88348388671875
2019-10-01,46.11623001098633,117.11368560791016
2019-10-02,44.791378021240234,114.18946075439453
2019-10-03,45.43270492553711,117.59111022949219
2019-10-04,46.02339553833008,119.59457397460938
2019-10-07,45.4580192565918,117.9406509399414
2019-10-08,45.21330642700195,117.00287628173828
2019-10-09,45.42426300048828,117.52288818359375
2019-10-10,45.28080749511719,117.55699920654297
2019-10-11,44.977027893066406,117.34385681152344
2019-10-14,44.977027893066406,117.18187713623047
2019-10-15,45.154239654541016,116.22703552246094
2019-10-16,45.13736343383789,116.30374908447266
2019-10-17,45.3905143737793,116.76412963867188
2019-10-18,46.225914001464844,116.1588134765625
2019-10-21,45.76180648803711,116.04798889160156
2019-10-22,45.44114685058594,116.50836181640625
2019-10-23,46.107784271240234,117.18187713623047
2019-10-24,46.08246612548828,117.55699920654297
2019-10-25,45.356754302978516,116.49131774902344
2019-10-28,45.20486831665039,116.43163299560547
2019-10-29,45.069847106933594,116.01390075683594
2019-10-30,45.517093658447266,116.71297454833984
2019-10-31,45.930572509765625,116.94318389892578
2019-11-01,45.48333740234375,116.7385482788086
2019-11-04,44.84201431274414,115.22955322265625
2019-11-05,44.234439849853516,114.24915313720703
2019-11-06,44.55510711669922,114.61572265625
2019-11-07,44.124755859375,113.66088104248047
2019-11-08,44.05723190307617,113.49890899658203
2019-11-11,43.74501037597656,112.86801147460938
2019-11-12,43.63530731201172,112.51846313476562
2019-11-13,44.226009368896484,113.63529968261719
2019-11-14,44.411659240722656,113.6694107055664
2019-11-15,44.44540786743164,114.07861328125
2019-11-18,44.74919891357422,114.29177856445312
2019-11-19,44.791378021240234,114.72654724121094
2019-11-20,44.90951919555664,114.01896667480469
2019-11-21,44.690120697021484,114.16390228271484
2019-11-22,44.74919891357422,114.30028533935547
2019-11-25,44.90951919555664,114.09567260742188
2019-11-26,45.48333740234375,115.6899185180664
2019-11-27,45.52552795410156,115.86898040771484
2019-11-29,45.398006439208984,115.80075073242188
2019-12-02,45.695556640625,115.8434066772461
2019-12-03,45.738067626953125,115.4853286743164
2019-12-04,46.154640197753906,117.05399322509766
2019-12-05,46.06962966918945,117.04966735839844
2019-12-06,46.26516342163086,117.92539978027344
2019-12-09,45.96760177612305,117.75370025634766
2019-12-10,45.712562561035156,116.9896011352539
2019-12-11,45.865596771240234,117.70216369628906
2019-12-12,46.02710723876953,117.77082824707031
2019-12-13,46.26516342163086,118.42332458496094
2019-12-16,46.26516342163086,117.66780853271484
2019-12-17,46.26516342163086,116.90373229980469
2019-12-18,45.83158493041992,116.73204803466797
2019-12-19,46.180145263671875,117.1612777709961
2019-12-20,46.73274230957031,118.40615844726562
2019-12-23,46.681724548339844,117.65066528320312
2019-12-24,46.5117073059082,117.52188110351562
2019-12-26,46.7752571105957,117.3501968383789
2019-12-27,47.05579376220703,118.07989501953125
2019-12-30,46.98778533935547,117.45321655273438
2019-12-31,47.05579376220703,117.33300018310547
2020-01-02,46.7497444152832,116.60330963134766
2020-01-03,46.49469757080078,116.44017028808594
2020-01-06,46.47770309448242,116.8865737915039
2020-01-07,46.120635986328125,115.04937744140625
2020-01-08,46.20564270019531,115.64173889160156
2020-01-09,47.047298431396484,115.71903228759766
2020-01-10,47.208824157714844,115.49580383300781
2020-01-13,47.71892166137695,117.21282196044922
2020-01-14,47.6083869934082,117.48756408691406
2020-01-15,48.20350646972656,119.50505828857422
2020-01-16,48.305519104003906,119.85704803466797
2020-01-17,48.40753936767578,121.27354431152344
2020-01-21,48.60306167602539,121.78868103027344
2020-01-22,48.97713851928711,123.0936508178711
2020-01-23,49.16416549682617,123.3254165649414
2020-01-24,49.03664779663086,122.69873046875
2020-01-27,48.86661148071289,122.02906799316406
2020-01-28,48.467044830322266,122.28661346435547
2020-01-29,48.467044830322266,121.67708587646484
2020-01-30,50.03982925415039,123.47998809814453
2020-01-31,49.64875411987305,121.9260482788086
2020-02-03,49.801780700683594,122.34671020507812
2020-02-04,50.022823333740234,122.9562759399414
2020-02-05,50.03132247924805,123.88346862792969
2020-02-06,50.15034866333008,123.90919494628906
2020-02-07,50.32038116455078,124.80207824707031
2020-02-10,50.79646301269531,125.05107116699219
2020-02-11,50.66044235229492,125.41163635253906
2020-02-12,50.50741195678711,125.41163635253906
2020-02-13,50.67743682861328,125.7464599609375
2020-02-14,50.966487884521484,126.19285583496094
2020-02-18,50.609413146972656,124.99954223632812
2020-02-19,50.81346130371094,124.93946838378906
2020-02-20,50.77095413208008,124.62179565429688
2020-02-21,51.11951446533203,125.21416473388672
2020-02-24,49.86128616333008,122.45832061767578
2020-02-25,49.15567398071289,121.13622283935547
2020-02-26,48.96863555908203,121.89166259765625
2020-02-27,46.6987419128418,117.07545471191406
2020-02-28,45.474517822265625,113.34949493408203
2020-03-02,47.54038619995117,118.11426544189453
2020-03-03,47.6594123840332,116.3972396850586
2020-03-04,50.09083557128906,122.24369812011719
2020-03-05,48.237510681152344,119.36124420166016
2020-03-06,46.97927474975586,118.63520050048828
2020-03-09,44.088775634765625,112.49861907958984
2020-03-10,45.61905288696289,115.93858337402344
2020-03-11,44.38632583618164,112.1442642211914
2020-03-12,40.09306716918945,99.68954467773438
2020-03-13,41.568153381347656,110.15633392333984
2020-03-16,38.81523513793945,97.74484252929688
2020-03-17,40.46183395385742,110.38969421386719
2020-03-18,38.463619232177734,104.51239776611328
2020-03-19,35.873653411865234,101.41815948486328
2020-03-20,32.8463020324707,89.82776641845703
2020-03-23,32.2116813659668,90.90814971923828
2020-03-24,33.832550048828125,98.39305877685547
2020-03-25,35.684974670410156,97.2348861694336
2020-03-26,37.983367919921875,103.94194793701172
2020-03-27,36.7140998840332,104.11480712890625
2020-03-30,38.592262268066406,108.4536361694336
2020-03-31,37.94906234741211,103.80365753173828
2020-04-01,36.12236022949219,102.09233093261719
2020-04-02,37.691768646240234,107.05345153808594
2020-04-03,37.588863372802734,107.68441009521484
2020-04-06,40.02445602416992,113.3629379272461
2020-04-07,39.88724136352539,112.77517700195312
2020-04-08,41.01070785522461,114.61615753173828
2020-04-09,42.02267837524414,115.49774932861328
2020-04-13,40.24744415283203,113.12955474853516
2020-04-14,41.95407485961914,119.6205062866211
2020-04-15,40.83061218261719,116.70781707763672
2020-04-16,40.39323043823242,117.23504638671875
2020-04-17,41.21653747558594,118.88587951660156
2020-04-20,39.90439224243164,116.29293060302734
2020-04-21,38.918155670166016,113.17278289794922
2020-04-22,39.17544174194336,114.62480163574219
2020-04-23,38.65229034423828,112.58502197265625
2020-04-24,38.961021423339844,116.12870788574219
2020-04-27,40.118797302246094,116.21516418457031
2020-04-28,40.08448791503906,117.82278442382812
2020-04-29,40.410377502441406,115.26439666748047
2020-04-30,39.355525970458984,114.3395767211914
2020-05-01,39.10682678222656,112.4813461303711
2020-05-04,38.71233367919922,113.15547943115234
2020-05-05,38.9353141784668,113.8036880493164
2020-05-06,38.37785720825195,113.03448486328125
2020-05-07,38.24921798706055,113.70001983642578
2020-05-08,39.54420852661133,116.01634979248047
2020-05-11,39.05536651611328,116.1460189819336
2020-05-12,38.437889099121094,114.90140533447266
2020-05-13,37.683197021484375,114.918701171875
2020-05-14,37.47736740112305,115.02239227294922
2020-05-15,37.10002517700195,117.50298309326172
2020-05-18,38.56653594970703,117.13131713867188
2020-05-19,38.19777297973633,113.85555267333984
2020-05-20,39.355525970458984,113.44937133789062
2020-05-21,38.73805236816406,112.54182434082031
2020-05-22,38.61798858642578,112.77517700195312
2020-05-26,39.52705764770508,112.1442642211914
2020-05-27,40.07591247558594,113.06041717529297
2020-05-28,40.3846549987793,114.3395767211914
2020-05-29,40.03303527832031,113.70001983642578
2020-06-01,40.29889678955078,114.94465637207031
2020-06-02,40.22171401977539,114.63346862792969
2020-06-03,41.07931137084961,114.79768371582031
